 , , OBJECT 1, , , , , , , OBJECT 2,,,,,,,,,,,,,,,,
t, , x1, y1, vx1, vy1, ax1, ay1, , x2, y2, vx2, vy2, ax2, ay2,,,,,,,,,,,
0.453, ,1.57507,-0.25088,1.20773,-1.04258,0,0, ,1.887,0.447478,2.79248,3.24241,0,0,,,,,,,,,,,
0.454, ,1.57628,-0.251923,1.20773,-1.04258,0,0, ,1.88979,0.45072,2.79248,3.24241,0,0,,,,,,,,,,,
0.455, ,1.57748,-0.252965,1.20773,-1.04258,0,0, ,1.89258,0.453963,2.79248,3.24241,0,0,,,,,,,,,,,
0.456, ,1.57869,-0.254008,1.20773,-1.04258,0,0, ,1.89538,0.457205,2.79248,3.24241,0,0,,,,,,,,,,,
0.457, ,1.5799,-0.25505,1.20773,-1.04258,0,0, ,1.89817,0.460447,2.79248,3.24241,0,0,,,,,,,,,,,
0.458, ,1.58111,-0.256093,1.20773,-1.04258,0,0, ,1.90096,0.46369,2.79248,3.24241,0,0,,,,,,,,,,,
0.459, ,1.58232,-0.257136,1.20773,-1.04258,0,0, ,1.90375,0.466932,2.79248,3.24241,0,0,,,,,,,,,,,
0.46, ,1.58352,-0.258178,1.20773,-1.04258,0,0, ,1.90655,0.470175,2.79248,3.24241,0,0,,,,,,,,,,,
0.461, ,1.58473,-0.259221,1.20773,-1.04258,0,0, ,1.90934,0.473417,2.79248,3.24241,0,0,,,,,,,,,,,
0.462, ,1.58594,-0.260263,1.20773,-1.04258,0,0, ,1.91213,0.476659,2.79248,3.24241,0,0,,,,,,,,,,,
0.463, ,1.58715,-0.261306,1.20773,-1.04258,0,0, ,1.91492,0.479902,2.79248,3.24241,0,0,,,,,,,,,,,
0.464, ,1.58835,-0.262349,1.20773,-1.04258,0,0, ,1.91772,0.483144,2.79248,3.24241,0,0,,,,,,,,,,,
0.465, ,1.58956,-0.263391,1.20773,-1.04258,0,0, ,1.92051,0.486387,2.79248,3.24241,0,0,,,,,,,,,,,
0.466, ,1.59077,-0.264434,1.20773,-1.04258,0,0, ,1.9233,0.489629,2.79248,3.24241,0,0,,,,,,,,,,,
0.467, ,1.59198,-0.265476,1.20773,-1.04258,0,0, ,1.92609,0.492871,2.79248,3.24241,0,0,,,,,,,,,,,
0.468, ,1.59318,-0.266519,1.20773,-1.04258,0,0, ,1.92889,0.496114,2.79248,3.24241,0,0,,,,,,,,,,,
0.469, ,1.59439,-0.267561,1.20773,-1.04258,0,0, ,1.93168,0.499356,2.79248,3.24241,0,0,,,,,,,,,,,
0.47, ,1.5956,-0.268604,1.20773,-1.04258,0,0, ,1.93447,0.502599,2.79248,3.24241,0,0,,,,,,,,,,,
0.471, ,1.59681,-0.269647,1.20773,-1.04258,0,0, ,1.93726,0.505841,2.79248,3.24241,0,0,,,,,,,,,,,
0.472, ,1.59802,-0.270689,1.20773,-1.04258,0,0, ,1.94006,0.509083,2.79248,3.24241,0,0,,,,,,,,,,,
0.473, ,1.59922,-0.271732,1.20773,-1.04258,0,0, ,1.94285,0.512326,2.79248,3.24241,0,0,,,,,,,,,,,
0.474, ,1.60043,-0.272774,1.20773,-1.04258,0,0, ,1.94564,0.515568,2.79248,3.24241,0,0,,,,,,,,,,,
0.475, ,1.60164,-0.273817,1.20773,-1.04258,0,0, ,1.94843,0.518811,2.79248,3.24241,0,0,,,,,,,,,,,
0.476, ,1.60285,-0.27486,1.20773,-1.04258,0,0, ,1.95123,0.522053,2.79248,3.24241,0,0,,,,,,,,,,,
0.477, ,1.60405,-0.275902,1.20773,-1.04258,0,0, ,1.95402,0.525296,2.79248,3.24241,0,0,,,,,,,,,,,
0.478, ,1.60526,-0.276945,1.20773,-1.04258,0,0, ,1.95681,0.528538,2.79248,3.24241,0,0,,,,,,,,,,,
0.479, ,1.60647,-0.277987,1.20773,-1.04258,0,0, ,1.9596,0.53178,2.79248,3.24241,0,0,,,,,,,,,,,
0.48, ,1.60768,-0.27903,1.20773,-1.04258,0,0, ,1.9624,0.535023,2.79248,3.24241,0,0,,,,,,,,,,,
0.481, ,1.60889,-0.280072,1.20773,-1.04258,0,0, ,1.96519,0.538265,2.79248,3.24241,0,0,,,,,,,,,,,
0.482, ,1.61009,-0.281115,1.20773,-1.04258,0,0, ,1.96798,0.541508,2.79248,3.24241,0,0,,,,,,,,,,,
0.483, ,1.6113,-0.282158,1.20773,-1.04258,0,0, ,1.97077,0.54475,2.79248,3.24241,0,0,,,,,,,,,,,
0.484, ,1.61251,-0.2832,1.20773,-1.04258,0,0, ,1.97357,0.547992,2.79248,3.24241,0,0,,,,,,,,,,,
0.485, ,1.61372,-0.284243,1.20773,-1.04258,0,0, ,1.97636,0.551235,2.79248,3.24241,0,0,,,,,,,,,,,
0.486, ,1.61492,-0.285285,1.20773,-1.04258,0,0, ,1.97915,0.554477,2.79248,3.24241,0,0,,,,,,,,,,,
0.487, ,1.61613,-0.286328,1.20773,-1.04258,0,0, ,1.98194,0.55772,2.79248,3.24241,0,0,,,,,,,,,,,
0.488, ,1.61734,-0.287371,1.20773,-1.04258,0,0, ,1.98474,0.560962,2.79248,3.24241,0,0,,,,,,,,,,,
0.489, ,1.61855,-0.288413,1.20773,-1.04258,0,0, ,1.98753,0.564204,2.79248,3.24241,0,0,,,,,,,,,,,
0.49, ,1.61975,-0.289456,1.20773,-1.04258,0,0, ,1.99032,0.567447,2.79248,3.24241,0,0,,,,,,,,,,,
0.491, ,1.62096,-0.290498,1.20773,-1.04258,0,0, ,1.99311,0.570689,2.79248,3.24241,0,0,,,,,,,,,,,
0.492, ,1.62217,-0.291541,1.20773,-1.04258,0,0, ,1.99591,0.573932,2.79248,3.24241,0,0,,,,,,,,,,,
0.493, ,1.62338,-0.292583,1.20773,-1.04258,0,0, ,1.9987,0.577174,2.79248,3.24241,0,0,,,,,,,,,,,
0.494, ,1.62459,-0.293626,1.20773,-1.04258,0,0, ,2.00149,0.580416,2.79248,3.24241,0,0,,,,,,,,,,,
0.495, ,1.62579,-0.294669,1.20773,-1.04258,0,0, ,2.00428,0.583659,2.79248,3.24241,0,0,,,,,,,,,,,
0.496, ,1.627,-0.295711,1.20773,-1.04258,0,0, ,2.00708,0.586901,2.79248,3.24241,0,0,,,,,,,,,,,
0.497, ,1.62821,-0.296754,1.20773,-1.04258,0,0, ,2.00987,0.590144,2.79248,3.24241,0,0,,,,,,,,,,,
0.498, ,1.62942,-0.297796,1.20773,-1.04258,0,0, ,2.01266,0.593386,2.79248,3.24241,0,0,,,,,,,,,,,
0.499, ,1.63062,-0.298839,1.20773,-1.04258,0,0, ,2.01545,0.596629,2.79248,3.24241,0,0,,,,,,,,,,,
0.5, ,1.63183,-0.299882,1.20773,-1.04258,0,0, ,2.01825,0.599871,2.79248,3.24241,0,0,,,,,,,,,,,
0.501, ,1.63304,-0.300924,1.20773,-1.04258,0,0, ,2.02104,0.603113,2.79248,3.24241,0,0,,,,,,,,,,,
0.502, ,1.63425,-0.301967,1.20773,-1.04258,0,0, ,2.02383,0.606356,2.79248,3.24241,0,0,,,,,,,,,,,
0.503, ,1.63546,-0.303009,1.20773,-1.04258,0,0, ,2.02662,0.609598,2.79248,3.24241,0,0,,,,,,,,,,,
0.504, ,1.63666,-0.304052,1.20773,-1.04258,0,0, ,2.02942,0.612841,2.79248,3.24241,0,0,,,,,,,,,,,
0.505, ,1.63787,-0.305094,1.20773,-1.04258,0,0, ,2.03221,0.616083,2.79248,3.24241,0,0,,,,,,,,,,,
0.506, ,1.63908,-0.306137,1.20773,-1.04258,0,0, ,2.035,0.619325,2.79248,3.24241,0,0,,,,,,,,,,,
0.507, ,1.64029,-0.30718,1.20773,-1.04258,0,0, ,2.03779,0.622568,2.79248,3.24241,0,0,,,,,,,,,,,
0.508, ,1.64149,-0.308222,1.20773,-1.04258,0,0, ,2.04059,0.62581,2.79248,3.24241,0,0,,,,,,,,,,,
0.509, ,1.6427,-0.309265,1.20773,-1.04258,0,0, ,2.04338,0.629053,2.79248,3.24241,0,0,,,,,,,,,,,
0.51, ,1.64391,-0.310307,1.20773,-1.04258,0,0, ,2.04617,0.632295,2.79248,3.24241,0,0,,,,,,,,,,,
0.511, ,1.64512,-0.31135,1.20773,-1.04258,0,0, ,2.04896,0.635537,2.79248,3.24241,0,0,,,,,,,,,,,
0.512, ,1.64632,-0.312393,1.20773,-1.04258,0,0, ,2.05176,0.63878,2.79248,3.24241,0,0,,,,,,,,,,,
0.513, ,1.64753,-0.313435,1.20773,-1.04258,0,0, ,2.05455,0.642022,2.79248,3.24241,0,0,,,,,,,,,,,
0.514, ,1.64874,-0.314478,1.20773,-1.04258,0,0, ,2.05734,0.645265,2.79248,3.24241,0,0,,,,,,,,,,,
0.515, ,1.64995,-0.31552,1.20773,-1.04258,0,0, ,2.06013,0.648507,2.79248,3.24241,0,0,,,,,,,,,,,
0.516, ,1.65116,-0.316563,1.20773,-1.04258,0,0, ,2.06293,0.651749,2.79248,3.24241,0,0,,,,,,,,,,,
0.517, ,1.65236,-0.317606,1.20773,-1.04258,0,0, ,2.06572,0.654992,2.79248,3.24241,0,0,,,,,,,,,,,
0.518, ,1.65357,-0.318648,1.20773,-1.04258,0,0, ,2.06851,0.658234,2.79248,3.24241,0,0,,,,,,,,,,,
0.519, ,1.65478,-0.319691,1.20773,-1.04258,0,0, ,2.0713,0.661477,2.79248,3.24241,0,0,,,,,,,,,,,
0.52, ,1.65599,-0.320733,1.20773,-1.04258,0,0, ,2.0741,0.664719,2.79248,3.24241,0,0,,,,,,,,,,,
0.521, ,1.65719,-0.321776,1.20773,-1.04258,0,0, ,2.07689,0.667962,2.79248,3.24241,0,0,,,,,,,,,,,
0.522, ,1.6584,-0.322818,1.20773,-1.04258,0,0, ,2.07968,0.671204,2.79248,3.24241,0,0,,,,,,,,,,,
0.523, ,1.65961,-0.323861,1.20773,-1.04258,0,0, ,2.08247,0.674446,2.79248,3.24241,0,0,,,,,,,,,,,
0.524, ,1.66082,-0.324904,1.20773,-1.04258,0,0, ,2.08527,0.677689,2.79248,3.24241,0,0,,,,,,,,,,,
0.525, ,1.66203,-0.325946,1.20773,-1.04258,0,0, ,2.08806,0.680931,2.79248,3.24241,0,0,,,,,,,,,,,
0.526, ,1.66323,-0.326989,1.20773,-1.04258,0,0, ,2.09085,0.684174,2.79248,3.24241,0,0,,,,,,,,,,,
0.527, ,1.66444,-0.328031,1.20773,-1.04258,0,0, ,2.09364,0.687416,2.79248,3.24241,0,0,,,,,,,,,,,
0.528, ,1.66565,-0.329074,1.20773,-1.04258,0,0, ,2.09644,0.690658,2.79248,3.24241,0,0,,,,,,,,,,,
0.529, ,1.66686,-0.330117,1.20773,-1.04258,0,0, ,2.09923,0.693901,2.79248,3.24241,0,0,,,,,,,,,,,
0.53, ,1.66806,-0.331159,1.20773,-1.04258,0,0, ,2.10202,0.697143,2.79248,3.24241,0,0,,,,,,,,,,,
0.531, ,1.66927,-0.332202,1.20773,-1.04258,0,0, ,2.10481,0.700386,2.79248,3.24241,0,0,,,,,,,,,,,
0.532, ,1.67048,-0.333244,1.20773,-1.04258,0,0, ,2.1076,0.703628,2.79248,3.24241,0,0,,,,,,,,,,,
0.533, ,1.67169,-0.334287,1.20773,-1.04258,0,0, ,2.1104,0.70687,2.79248,3.24241,0,0,,,,,,,,,,,
0.534, ,1.67289,-0.335329,1.20773,-1.04258,0,0, ,2.11319,0.710113,2.79248,3.24241,0,0,,,,,,,,,,,
0.535, ,1.6741,-0.336372,1.20773,-1.04258,0,0, ,2.11598,0.713355,2.79248,3.24241,0,0,,,,,,,,,,,
0.536, ,1.67531,-0.337415,1.20773,-1.04258,0,0, ,2.11877,0.716598,2.79248,3.24241,0,0,,,,,,,,,,,
0.537, ,1.67652,-0.338457,1.20773,-1.04258,0,0, ,2.12157,0.71984,2.79248,3.24241,0,0,,,,,,,,,,,
0.538, ,1.67773,-0.3395,1.20773,-1.04258,0,0, ,2.12436,0.723082,2.79248,3.24241,0,0,,,,,,,,,,,
0.539, ,1.67893,-0.340542,1.20773,-1.04258,0,0, ,2.12715,0.726325,2.79248,3.24241,0,0,,,,,,,,,,,
0.54, ,1.68014,-0.341585,1.20773,-1.04258,0,0, ,2.12994,0.729567,2.79248,3.24241,0,0,,,,,,,,,,,
0.541, ,1.68135,-0.342628,1.20773,-1.04258,0,0, ,2.13274,0.73281,2.79248,3.24241,0,0,,,,,,,,,,,
0.542, ,1.68256,-0.34367,1.20773,-1.04258,0,0, ,2.13553,0.736052,2.79248,3.24241,0,0,,,,,,,,,,,
0.543, ,1.68376,-0.344713,1.20773,-1.04258,0,0, ,2.13832,0.739295,2.79248,3.24241,0,0,,,,,,,,,,,
0.544, ,1.68497,-0.345755,1.20773,-1.04258,0,0, ,2.14111,0.742537,2.79248,3.24241,0,0,,,,,,,,,,,
0.545, ,1.68618,-0.346798,1.20773,-1.04258,0,0, ,2.14391,0.745779,2.79248,3.24241,0,0,,,,,,,,,,,
0.546, ,1.68739,-0.34784,1.20773,-1.04258,0,0, ,2.1467,0.749022,2.79248,3.24241,0,0,,,,,,,,,,,
0.547, ,1.6886,-0.348883,1.20773,-1.04258,0,0, ,2.14949,0.752264,2.79248,3.24241,0,0,,,,,,,,,,,
0.548, ,1.6898,-0.349926,1.20773,-1.04258,0,0, ,2.15228,0.755507,2.79248,3.24241,0,0,,,,,,,,,,,
0.549, ,1.69101,-0.350968,1.20773,-1.04258,0,0, ,2.15508,0.758749,2.79248,3.24241,0,0,,,,,,,,,,,
0.55, ,1.69222,-0.352011,1.20773,-1.04258,0,0, ,2.15787,0.761991,2.79248,3.24241,0,0,,,,,,,,,,,
0.551, ,1.69343,-0.353053,1.20773,-1.04258,0,0, ,2.16066,0.765234,2.79248,3.24241,0,0,,,,,,,,,,,
0.552, ,1.69463,-0.354096,1.20773,-1.04258,0,0, ,2.16345,0.768476,2.79248,3.24241,0,0,,,,,,,,,,,
0.553, ,1.69584,-0.355139,1.20773,-1.04258,0,0, ,2.16625,0.771719,2.79248,3.24241,0,0,,,,,,,,,,,
0.554, ,1.69705,-0.356181,1.20773,-1.04258,0,0, ,2.16904,0.774961,2.79248,3.24241,0,0,,,,,,,,,,,
0.555, ,1.69826,-0.357224,1.20773,-1.04258,0,0, ,2.17183,0.778203,2.79248,3.24241,0,0,,,,,,,,,,,
0.556, ,1.69946,-0.358266,1.20773,-1.04258,0,0, ,2.17462,0.781446,2.79248,3.24241,0,0,,,,,,,,,,,
0.557, ,1.70067,-0.359309,1.20773,-1.04258,0,0, ,2.17742,0.784688,2.79248,3.24241,0,0,,,,,,,,,,,
0.558, ,1.70188,-0.360351,1.20773,-1.04258,0,0, ,2.18021,0.787931,2.79248,3.24241,0,0,,,,,,,,,,,
0.559, ,1.70309,-0.361394,1.20773,-1.04258,0,0, ,2.183,0.791173,2.79248,3.24241,0,0,,,,,,,,,,,
0.56, ,1.7043,-0.362437,1.20773,-1.04258,0,0, ,2.18579,0.794415,2.79248,3.24241,0,0,,,,,,,,,,,
0.561, ,1.7055,-0.363479,1.20773,-1.04258,0,0, ,2.18859,0.797658,2.79248,3.24241,0,0,,,,,,,,,,,
0.562, ,1.70671,-0.364522,1.20773,-1.04258,0,0, ,2.19138,0.8009,2.79248,3.24241,0,0,,,,,,,,,,,
0.563, ,1.70792,-0.365564,1.20773,-1.04258,0,0, ,2.19417,0.804143,2.79248,3.24241,0,0,,,,,,,,,,,
0.564, ,1.70913,-0.366607,1.20773,-1.04258,0,0, ,2.19696,0.807385,2.79248,3.24241,0,0,,,,,,,,,,,
0.565, ,1.71033,-0.36765,1.20773,-1.04258,0,0, ,2.19976,0.810628,2.79248,3.24241,0,0,,,,,,,,,,,
0.566, ,1.71154,-0.368692,1.20773,-1.04258,0,0, ,2.20255,0.81387,2.79248,3.24241,0,0,,,,,,,,,,,
0.567, ,1.71275,-0.369735,1.20773,-1.04258,0,0, ,2.20534,0.817112,2.79248,3.24241,0,0,,,,,,,,,,,
0.568, ,1.71396,-0.370777,1.20773,-1.04258,0,0, ,2.20813,0.820355,2.79248,3.24241,0,0,,,,,,,,,,,
0.569, ,1.71517,-0.37182,1.20773,-1.04258,0,0, ,2.21093,0.823597,2.79248,3.24241,0,0,,,,,,,,,,,
0.57, ,1.71637,-0.372863,1.20773,-1.04258,0,0, ,2.21372,0.82684,2.79248,3.24241,0,0,,,,,,,,,,,
0.571, ,1.71758,-0.373905,1.20773,-1.04258,0,0, ,2.21651,0.830082,2.79248,3.24241,0,0,,,,,,,,,,,
0.572, ,1.71879,-0.374948,1.20773,-1.04258,0,0, ,2.2193,0.833324,2.79248,3.24241,0,0,,,,,,,,,,,
0.573, ,1.72,-0.37599,1.20773,-1.04258,0,0, ,2.2221,0.836567,2.79248,3.24241,0,0,,,,,,,,,,,
0.574, ,1.7212,-0.377033,1.20773,-1.04258,0,0, ,2.22489,0.839809,2.79248,3.24241,0,0,,,,,,,,,,,
0.575, ,1.72241,-0.378075,1.20773,-1.04258,0,0, ,2.22768,0.843052,2.79248,3.24241,0,0,,,,,,,,,,,
0.576, ,1.72362,-0.379118,1.20773,-1.04258,0,0, ,2.23047,0.846294,2.79248,3.24241,0,0,,,,,,,,,,,
0.577, ,1.72483,-0.380161,1.20773,-1.04258,0,0, ,2.23327,0.849536,2.79248,3.24241,0,0,,,,,,,,,,,
0.578, ,1.72603,-0.381203,1.20773,-1.04258,0,0, ,2.23606,0.852779,2.79248,3.24241,0,0,,,,,,,,,,,
0.579, ,1.72724,-0.382246,1.20773,-1.04258,0,0, ,2.23885,0.856021,2.79248,3.24241,0,0,,,,,,,,,,,
0.58, ,1.72845,-0.383288,1.20773,-1.04258,0,0, ,2.24164,0.859264,2.79248,3.24241,0,0,,,,,,,,,,,
0.581, ,1.72966,-0.384331,1.20773,-1.04258,0,0, ,2.24444,0.862506,2.79248,3.24241,0,0,,,,,,,,,,,
0.582, ,1.73087,-0.385374,1.20773,-1.04258,0,0, ,2.24723,0.865748,2.79248,3.24241,0,0,,,,,,,,,,,
0.583, ,1.73207,-0.386416,1.20773,-1.04258,0,0, ,2.25002,0.868991,2.79248,3.24241,0,0,,,,,,,,,,,
0.584, ,1.73328,-0.387459,1.20773,-1.04258,0,0, ,2.25281,0.872233,2.79248,3.24241,0,0,,,,,,,,,,,
0.585, ,1.73449,-0.388501,1.20773,-1.04258,0,0, ,2.25561,0.875476,2.79248,3.24241,0,0,,,,,,,,,,,
0.586, ,1.7357,-0.389544,1.20773,-1.04258,0,0, ,2.2584,0.878718,2.79248,3.24241,0,0,,,,,,,,,,,
0.587, ,1.7369,-0.390586,1.20773,-1.04258,0,0, ,2.26119,0.881961,2.79248,3.24241,0,0,,,,,,,,,,,
0.588, ,1.73811,-0.391629,1.20773,-1.04258,0,0, ,2.26398,0.885203,2.79248,3.24241,0,0,,,,,,,,,,,
0.589, ,1.73932,-0.392672,1.20773,-1.04258,0,0, ,2.26678,0.888445,2.79248,3.24241,0,0,,,,,,,,,,,
0.59, ,1.74053,-0.393714,1.20773,-1.04258,0,0, ,2.26957,0.891688,2.79248,3.24241,0,0,,,,,,,,,,,
0.591, ,1.74174,-0.394757,1.20773,-1.04258,0,0, ,2.27236,0.89493,2.79248,3.24241,0,0,,,,,,,,,,,
0.592, ,1.74294,-0.395799,1.20773,-1.04258,0,0, ,2.27515,0.898173,2.79248,3.24241,0,0,,,,,,,,,,,
0.593, ,1.74415,-0.396842,1.20773,-1.04258,0,0, ,2.27795,0.901415,2.79248,3.24241,0,0,,,,,,,,,,,
0.594, ,1.74536,-0.397885,1.20773,-1.04258,0,0, ,2.28074,0.904657,2.79248,3.24241,0,0,,,,,,,,,,,
0.595, ,1.74657,-0.398927,1.20773,-1.04258,0,0, ,2.28353,0.9079,2.79248,3.24241,0,0,,,,,,,,,,,
0.596, ,1.74777,-0.39997,1.20773,-1.04258,0,0, ,2.28632,0.911142,2.79248,3.24241,0,0,,,,,,,,,,,
0.597, ,1.74898,-0.401012,1.20773,-1.04258,0,0, ,2.28912,0.914385,2.79248,3.24241,0,0,,,,,,,,,,,
0.598, ,1.75019,-0.402055,1.20773,-1.04258,0,0, ,2.29191,0.917627,2.79248,3.24241,0,0,,,,,,,,,,,
0.599, ,1.7514,-0.403097,1.20773,-1.04258,0,0, ,2.2947,0.920869,2.79248,3.24241,0,0,,,,,,,,,,,
0.6, ,1.7526,-0.40414,1.20773,-1.04258,0,0, ,2.29749,0.924112,2.79248,3.24241,0,0,,,,,,,,,,,
0.601, ,1.75381,-0.405183,1.20773,-1.04258,0,0, ,2.30029,0.927354,2.79248,3.24241,0,0,,,,,,,,,,,
0.602, ,1.75502,-0.406225,1.20773,-1.04258,0,0, ,2.30308,0.930597,2.79248,3.24241,0,0,,,,,,,,,,,
0.603, ,1.75623,-0.407268,1.20773,-1.04258,0,0, ,2.30587,0.933839,2.79248,3.24241,0,0,,,,,,,,,,,
0.604, ,1.75744,-0.40831,1.20773,-1.04258,0,0, ,2.30866,0.937081,2.79248,3.24241,0,0,,,,,,,,,,,
0.605, ,1.75864,-0.409353,1.20773,-1.04258,0,0, ,2.31146,0.940324,2.79248,3.24241,0,0,,,,,,,,,,,
0.606, ,1.75985,-0.410396,1.20773,-1.04258,0,0, ,2.31425,0.943566,2.79248,3.24241,0,0,,,,,,,,,,,
0.607, ,1.76106,-0.411438,1.20773,-1.04258,0,0, ,2.31704,0.946809,2.79248,3.24241,0,0,,,,,,,,,,,
0.608, ,1.76227,-0.412481,1.20773,-1.04258,0,0, ,2.31983,0.950051,2.79248,3.24241,0,0,,,,,,,,,,,
0.609, ,1.76347,-0.413523,1.20773,-1.04258,0,0, ,2.32263,0.953294,2.79248,3.24241,0,0,,,,,,,,,,,
0.61, ,1.76468,-0.414566,1.20773,-1.04258,0,0, ,2.32542,0.956536,2.79248,3.24241,0,0,,,,,,,,,,,
0.611, ,1.76589,-0.415608,1.20773,-1.04258,0,0, ,2.32821,0.959778,2.79248,3.24241,0,0,,,,,,,,,,,
0.612, ,1.7671,-0.416651,1.20773,-1.04258,0,0, ,2.331,0.963021,2.79248,3.24241,0,0,,,,,,,,,,,
0.613, ,1.76831,-0.417694,1.20773,-1.04258,0,0, ,2.3338,0.966263,2.79248,3.24241,0,0,,,,,,,,,,,
0.614, ,1.76951,-0.418736,1.20773,-1.04258,0,0, ,2.33659,0.969506,2.79248,3.24241,0,0,,,,,,,,,,,
0.615, ,1.77072,-0.419779,1.20773,-1.04258,0,0, ,2.33938,0.972748,2.79248,3.24241,0,0,,,,,,,,,,,
0.616, ,1.77193,-0.420821,1.20773,-1.04258,0,0, ,2.34217,0.97599,2.79248,3.24241,0,0,,,,,,,,,,,
0.617, ,1.77314,-0.421864,1.20773,-1.04258,0,0, ,2.34497,0.979233,2.79248,3.24241,0,0,,,,,,,,,,,
0.618, ,1.77434,-0.422907,1.20773,-1.04258,0,0, ,2.34776,0.982475,2.79248,3.24241,0,0,,,,,,,,,,,
0.619, ,1.77555,-0.423949,1.20773,-1.04258,0,0, ,2.35055,0.985718,2.79248,3.24241,0,0,,,,,,,,,,,
0.62, ,1.77676,-0.424992,1.20773,-1.04258,0,0, ,2.35334,0.98896,2.79248,3.24241,0,0,,,,,,,,,,,
0.621, ,1.77797,-0.426034,1.20773,-1.04258,0,0, ,2.35614,0.992202,2.79248,3.24241,0,0,,,,,,,,,,,
0.622, ,1.77917,-0.427077,1.20773,-1.04258,0,0, ,2.35893,0.995445,2.79248,3.24241,0,0,,,,,,,,,,,
0.623, ,1.78038,-0.42812,1.20773,-1.04258,0,0, ,2.36172,0.998687,2.79248,3.24241,0,0,,,,,,,,,,,
0.624, ,1.78159,-0.429162,1.20773,-1.04258,0,0, ,2.36451,1.00193,2.79248,3.24241,0,0,,,,,,,,,,,
0.625, ,1.7828,-0.430205,1.20773,-1.04258,0,0, ,2.36731,1.00517,2.79248,3.24241,0,0,,,,,,,,,,,
0.626, ,1.78401,-0.431247,1.20773,-1.04258,0,0, ,2.3701,1.00841,2.79248,3.24241,0,0,,,,,,,,,,,
0.627, ,1.78521,-0.43229,1.20773,-1.04258,0,0, ,2.37289,1.01166,2.79248,3.24241,0,0,,,,,,,,,,,
0.628, ,1.78642,-0.433332,1.20773,-1.04258,0,0, ,2.37568,1.0149,2.79248,3.24241,0,0,,,,,,,,,,,
0.629, ,1.78763,-0.434375,1.20773,-1.04258,0,0, ,2.37848,1.01814,2.79248,3.24241,0,0,,,,,,,,,,,
0.63, ,1.78884,-0.435418,1.20773,-1.04258,0,0, ,2.38127,1.02138,2.79248,3.24241,0,0,,,,,,,,,,,
0.631, ,1.79004,-0.43646,1.20773,-1.04258,0,0, ,2.38406,1.02463,2.79248,3.24241,0,0,,,,,,,,,,,
0.632, ,1.79125,-0.437503,1.20773,-1.04258,0,0, ,2.38685,1.02787,2.79248,3.24241,0,0,,,,,,,,,,,
0.633, ,1.79246,-0.438545,1.20773,-1.04258,0,0, ,2.38965,1.03111,2.79248,3.24241,0,0,,,,,,,,,,,
0.634, ,1.79367,-0.439588,1.20773,-1.04258,0,0, ,2.39244,1.03435,2.79248,3.24241,0,0,,,,,,,,,,,
0.635, ,1.79488,-0.440631,1.20773,-1.04258,0,0, ,2.39523,1.0376,2.79248,3.24241,0,0,,,,,,,,,,,
0.636, ,1.79608,-0.441673,1.20773,-1.04258,0,0, ,2.39802,1.04084,2.79248,3.24241,0,0,,,,,,,,,,,
0.637, ,1.79729,-0.442716,1.20773,-1.04258,0,0, ,2.40082,1.04408,2.79248,3.24241,0,0,,,,,,,,,,,
0.638, ,1.7985,-0.443758,1.20773,-1.04258,0,0, ,2.40361,1.04732,2.79248,3.24241,0,0,,,,,,,,,,,
0.639, ,1.79971,-0.444801,1.20773,-1.04258,0,0, ,2.4064,1.05057,2.79248,3.24241,0,0,,,,,,,,,,,
0.64, ,1.80091,-0.445843,1.20773,-1.04258,0,0, ,2.40919,1.05381,2.79248,3.24241,0,0,,,,,,,,,,,
0.641, ,1.80212,-0.446886,1.20773,-1.04258,0,0, ,2.41198,1.05705,2.79248,3.24241,0,0,,,,,,,,,,,
0.642, ,1.80333,-0.447929,1.20773,-1.04258,0,0, ,2.41478,1.06029,2.79248,3.24241,0,0,,,,,,,,,,,
0.643, ,1.80454,-0.448971,1.20773,-1.04258,0,0, ,2.41757,1.06354,2.79248,3.24241,0,0,,,,,,,,,,,
0.644, ,1.80574,-0.450014,1.20773,-1.04258,0,0, ,2.42036,1.06678,2.79248,3.24241,0,0,,,,,,,,,,,
0.645, ,1.80695,-0.451056,1.20773,-1.04258,0,0, ,2.42315,1.07002,2.79248,3.24241,0,0,,,,,,,,,,,
0.646, ,1.80816,-0.452099,1.20773,-1.04258,0,0, ,2.42595,1.07326,2.79248,3.24241,0,0,,,,,,,,,,,
0.647, ,1.80937,-0.453142,1.20773,-1.04258,0,0, ,2.42874,1.07651,2.79248,3.24241,0,0,,,,,,,,,,,
0.648, ,1.81058,-0.454184,1.20773,-1.04258,0,0, ,2.43153,1.07975,2.79248,3.24241,0,0,,,,,,,,,,,
0.649, ,1.81178,-0.455227,1.20773,-1.04258,0,0, ,2.43432,1.08299,2.79248,3.24241,0,0,,,,,,,,,,,
0.65, ,1.81299,-0.456269,1.20773,-1.04258,0,0, ,2.43712,1.08623,2.79248,3.24241,0,0,,,,,,,,,,,
0.651, ,1.8142,-0.457312,1.20773,-1.04258,0,0, ,2.43991,1.08947,2.79248,3.24241,0,0,,,,,,,,,,,
0.652, ,1.81541,-0.458354,1.20773,-1.04258,0,0, ,2.4427,1.09272,2.79248,3.24241,0,0,,,,,,,,,,,
0.653, ,1.81661,-0.459397,1.20773,-1.04258,0,0, ,2.44549,1.09596,2.79248,3.24241,0,0,,,,,,,,,,,
