 , , OBJECT 1, , , , , , , OBJECT 2,,,,,,,,,,,,,,,,
t, , x1, y1, vx1, vy1, ax1, ay1, , x2, y2, vx2, vy2, ax2, ay2,,,,,,,,,,,
0.245, ,1.13004,-0.260978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.246, ,1.13404,-0.258778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.247, ,1.13804,-0.256578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.248, ,1.14204,-0.254378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.249, ,1.14604,-0.252178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.25, ,1.15004,-0.249978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.251, ,1.15404,-0.247778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.252, ,1.15804,-0.245578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.253, ,1.16204,-0.243378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.254, ,1.16604,-0.241178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.255, ,1.17004,-0.238978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.256, ,1.17404,-0.236778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.257, ,1.17804,-0.234578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.258, ,1.18204,-0.232378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.259, ,1.18604,-0.230178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.26, ,1.19004,-0.227978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.261, ,1.19404,-0.225778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.262, ,1.19804,-0.223578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.263, ,1.20204,-0.221378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.264, ,1.20604,-0.219178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.265, ,1.21004,-0.216978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.266, ,1.21404,-0.214778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.267, ,1.21804,-0.212578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.268, ,1.22204,-0.210378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.269, ,1.22604,-0.208178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.27, ,1.23004,-0.205978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.271, ,1.23404,-0.203778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.272, ,1.23804,-0.201578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.273, ,1.24204,-0.199378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.274, ,1.24604,-0.197178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.275, ,1.25004,-0.194978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.276, ,1.25404,-0.192778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.277, ,1.25804,-0.190578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.278, ,1.26204,-0.188378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.279, ,1.26604,-0.186178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.28, ,1.27004,-0.183978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.281, ,1.27404,-0.181778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.282, ,1.27804,-0.179578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.283, ,1.28204,-0.177378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.284, ,1.28604,-0.175178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.285, ,1.29004,-0.172978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.286, ,1.29404,-0.170778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.287, ,1.29804,-0.168578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.288, ,1.30204,-0.166378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.289, ,1.30604,-0.164178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.29, ,1.31004,-0.161978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.291, ,1.31404,-0.159778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.292, ,1.31804,-0.157578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.293, ,1.32204,-0.155378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.294, ,1.32604,-0.153178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.295, ,1.33004,-0.150978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.296, ,1.33404,-0.148778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.297, ,1.33804,-0.146578,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.298, ,1.34204,-0.144378,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.299, ,1.34604,-0.142178,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.3, ,1.35004,-0.139978,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.301, ,1.35404,-0.137778,4,2.2,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.302, ,1.35804,-0.13558,3.99296,2.1933,-17.1831,-16.4087, ,1.5,1.91E-06,0.00704498,0.00670441,17.1842,16.4076,,,,,,,,,,,
0.303, ,1.36202,-0.133398,3.96568,2.16707,-37.4719,-36.2227, ,1.50002,2.03E-05,0.0343258,0.0329291,37.4742,36.2204,,,,,,,,,,,
0.304, ,1.36596,-0.131253,3.91847,2.12113,-56.9853,-55.7934, ,1.50008,7.51E-05,0.0815357,0.0788671,56.9888,55.7898,,,,,,,,,,,
0.305, ,1.36985,-0.129164,3.85224,2.05584,-75.4557,-74.8699, ,1.50019,0.000185635,0.147766,0.144151,75.4605,74.8652,,,,,,,,,,,
0.306, ,1.37366,-0.127149,3.76817,1.97182,-92.6331,-93.2033, ,1.50038,0.000371104,0.231847,0.228163,92.639,93.1975,,,,,,,,,,,
0.307, ,1.37738,-0.125228,3.66765,1.86994,-108.289,-110.549, ,1.50066,0.000649778,0.332372,0.330038,108.296,110.542,,,,,,,,,,,
0.308, ,1.38099,-0.123417,3.55231,1.7513,-122.22,-126.669, ,1.50105,0.00103898,0.447715,0.448671,122.228,126.661,,,,,,,,,,,
0.309, ,1.38448,-0.121733,3.42397,1.61724,-134.252,-141.335, ,1.50157,0.00155479,0.576064,0.582722,134.261,141.327,,,,,,,,,,,
0.31, ,1.38783,-0.12019,3.2846,1.46933,-144.243,-154.331, ,1.50221,0.00221186,0.715446,0.730629,144.253,154.322,,,,,,,,,,,
0.311, ,1.39104,-0.118801,3.13629,1.30932,-152.088,-165.455, ,1.503,0.00302316,0.863764,0.890621,152.098,165.445,,,,,,,,,,,
0.312, ,1.3941,-0.117578,2.98123,1.1392,-157.714,-174.524, ,1.50394,0.00399978,1.01883,1.06073,157.725,174.514,,,,,,,,,,,
0.313, ,1.397,-0.116529,2.82166,0.961094,-161.087,-181.379, ,1.50504,0.00515077,1.17842,1.23883,161.098,181.369,,,,,,,,,,,
0.314, ,1.39974,-0.115661,2.65983,0.777285,-162.209,-185.882, ,1.5063,0.00648297,1.34026,1.42263,162.221,185.872,,,,,,,,,,,
0.315, ,1.40231,-0.114979,2.49798,0.590182,-161.116,-187.929, ,1.50773,0.00800084,1.50212,1.60972,161.128,187.919,,,,,,,,,,,
0.316, ,1.40473,-0.114485,2.33829,0.40228,-157.876,-187.444, ,1.50931,0.00970643,1.66182,1.79762,157.888,187.434,,,,,,,,,,,
0.317, ,1.40699,-0.114178,2.18287,0.216134,-152.586,-184.388, ,1.51105,0.0115992,1.81725,1.98375,152.598,184.379,,,,,,,,,,,
0.318, ,1.40909,-0.114055,2.0337,0.0343177,-145.369,-178.761, ,1.51295,0.0136762,1.96643,2.16556,145.381,178.752,,,,,,,,,,,
0.319, ,1.41105,-0.114111,1.89265,-0.140612,-136.369,-170.6, ,1.51499,0.0159316,2.1075,2.34048,136.38,170.592,,,,,,,,,,,
0.32, ,1.41288,-0.114336,1.76141,-0.306157,-125.749,-159.983, ,1.51716,0.0183574,2.23875,2.50602,125.759,159.975,,,,,,,,,,,
0.321, ,1.41458,-0.114722,1.64152,-0.459915,-113.684,-147.025, ,1.51946,0.0209429,2.35865,2.65977,113.694,147.017,,,,,,,,,,,
0.322, ,1.41616,-0.115255,1.53433,-0.599618,-100.364,-131.88, ,1.52188,0.0236752,2.46585,2.79946,100.372,131.874,,,,,,,,,,,
0.323, ,1.41765,-0.115919,1.441,-0.72317,-85.9847,-114.738, ,1.52439,0.0265391,2.55918,2.92301,85.9919,114.733,,,,,,,,,,,
0.324, ,1.41905,-0.116697,1.3625,-0.828682,-70.749,-95.82, ,1.52699,0.0295175,2.63769,3.02852,70.7551,95.8155,,,,,,,,,,,
0.325, ,1.42038,-0.117571,1.29957,-0.914498,-54.8639,-75.3754, ,1.52966,0.0325915,2.70063,3.11433,54.8686,75.3719,,,,,,,,,,,
0.326, ,1.42165,-0.118521,1.25275,-0.979226,-38.5379,-53.6782, ,1.53239,0.0357406,2.74745,3.17905,38.5413,53.6758,,,,,,,,,,,
0.327, ,1.42289,-0.119523,1.2224,-1.02176,-21.9802,-31.0221, ,1.53515,0.0389432,2.7778,3.22158,21.9821,31.0207,,,,,,,,,,,
0.328, ,1.4241,-0.120557,1.20864,-1.04128,-5.39794,-7.7156, ,1.53794,0.0421767,2.79157,3.24111,5.39842,7.71526,,,,,,,,,,,
0.329, ,1.42531,-0.1216,1.20773,-1.04258,0,0, ,1.54073,0.045419,2.79248,3.24241,0,0,,,,,,,,,,,
0.33, ,1.42652,-0.122642,1.20773,-1.04258,0,0, ,1.54352,0.0486614,2.79248,3.24241,0,0,,,,,,,,,,,
0.331, ,1.42773,-0.123685,1.20773,-1.04258,0,0, ,1.54632,0.0519038,2.79248,3.24241,0,0,,,,,,,,,,,
0.332, ,1.42893,-0.124727,1.20773,-1.04258,0,0, ,1.54911,0.0551462,2.79248,3.24241,0,0,,,,,,,,,,,
0.333, ,1.43014,-0.12577,1.20773,-1.04258,0,0, ,1.5519,0.0583886,2.79248,3.24241,0,0,,,,,,,,,,,
0.334, ,1.43135,-0.126812,1.20773,-1.04258,0,0, ,1.55469,0.061631,2.79248,3.24241,0,0,,,,,,,,,,,
0.335, ,1.43256,-0.127855,1.20773,-1.04258,0,0, ,1.55749,0.0648734,2.79248,3.24241,0,0,,,,,,,,,,,
0.336, ,1.43376,-0.128898,1.20773,-1.04258,0,0, ,1.56028,0.0681158,2.79248,3.24241,0,0,,,,,,,,,,,
0.337, ,1.43497,-0.12994,1.20773,-1.04258,0,0, ,1.56307,0.0713583,2.79248,3.24241,0,0,,,,,,,,,,,
0.338, ,1.43618,-0.130983,1.20773,-1.04258,0,0, ,1.56586,0.0746007,2.79248,3.24241,0,0,,,,,,,,,,,
0.339, ,1.43739,-0.132025,1.20773,-1.04258,0,0, ,1.56866,0.0778431,2.79248,3.24241,0,0,,,,,,,,,,,
0.34, ,1.4386,-0.133068,1.20773,-1.04258,0,0, ,1.57145,0.0810855,2.79248,3.24241,0,0,,,,,,,,,,,
0.341, ,1.4398,-0.134111,1.20773,-1.04258,0,0, ,1.57424,0.0843279,2.79248,3.24241,0,0,,,,,,,,,,,
0.342, ,1.44101,-0.135153,1.20773,-1.04258,0,0, ,1.57703,0.0875703,2.79248,3.24241,0,0,,,,,,,,,,,
0.343, ,1.44222,-0.136196,1.20773,-1.04258,0,0, ,1.57983,0.0908127,2.79248,3.24241,0,0,,,,,,,,,,,
0.344, ,1.44343,-0.137238,1.20773,-1.04258,0,0, ,1.58262,0.0940551,2.79248,3.24241,0,0,,,,,,,,,,,
0.345, ,1.44463,-0.138281,1.20773,-1.04258,0,0, ,1.58541,0.0972975,2.79248,3.24241,0,0,,,,,,,,,,,
0.346, ,1.44584,-0.139323,1.20773,-1.04258,0,0, ,1.5882,0.10054,2.79248,3.24241,0,0,,,,,,,,,,,
0.347, ,1.44705,-0.140366,1.20773,-1.04258,0,0, ,1.591,0.103782,2.79248,3.24241,0,0,,,,,,,,,,,
0.348, ,1.44826,-0.141409,1.20773,-1.04258,0,0, ,1.59379,0.107025,2.79248,3.24241,0,0,,,,,,,,,,,
0.349, ,1.44947,-0.142451,1.20773,-1.04258,0,0, ,1.59658,0.110267,2.79248,3.24241,0,0,,,,,,,,,,,
0.35, ,1.45067,-0.143494,1.20773,-1.04258,0,0, ,1.59937,0.11351,2.79248,3.24241,0,0,,,,,,,,,,,
0.351, ,1.45188,-0.144536,1.20773,-1.04258,0,0, ,1.60217,0.116752,2.79248,3.24241,0,0,,,,,,,,,,,
0.352, ,1.45309,-0.145579,1.20773,-1.04258,0,0, ,1.60496,0.119994,2.79248,3.24241,0,0,,,,,,,,,,,
0.353, ,1.4543,-0.146622,1.20773,-1.04258,0,0, ,1.60775,0.123237,2.79248,3.24241,0,0,,,,,,,,,,,
0.354, ,1.4555,-0.147664,1.20773,-1.04258,0,0, ,1.61054,0.126479,2.79248,3.24241,0,0,,,,,,,,,,,
0.355, ,1.45671,-0.148707,1.20773,-1.04258,0,0, ,1.61334,0.129722,2.79248,3.24241,0,0,,,,,,,,,,,
0.356, ,1.45792,-0.149749,1.20773,-1.04258,0,0, ,1.61613,0.132964,2.79248,3.24241,0,0,,,,,,,,,,,
0.357, ,1.45913,-0.150792,1.20773,-1.04258,0,0, ,1.61892,0.136206,2.79248,3.24241,0,0,,,,,,,,,,,
0.358, ,1.46033,-0.151835,1.20773,-1.04258,0,0, ,1.62171,0.139449,2.79248,3.24241,0,0,,,,,,,,,,,
0.359, ,1.46154,-0.152877,1.20773,-1.04258,0,0, ,1.62451,0.142691,2.79248,3.24241,0,0,,,,,,,,,,,
0.36, ,1.46275,-0.15392,1.20773,-1.04258,0,0, ,1.6273,0.145934,2.79248,3.24241,0,0,,,,,,,,,,,
0.361, ,1.46396,-0.154962,1.20773,-1.04258,0,0, ,1.63009,0.149176,2.79248,3.24241,0,0,,,,,,,,,,,
0.362, ,1.46517,-0.156005,1.20773,-1.04258,0,0, ,1.63288,0.152418,2.79248,3.24241,0,0,,,,,,,,,,,
0.363, ,1.46637,-0.157047,1.20773,-1.04258,0,0, ,1.63568,0.155661,2.79248,3.24241,0,0,,,,,,,,,,,
0.364, ,1.46758,-0.15809,1.20773,-1.04258,0,0, ,1.63847,0.158903,2.79248,3.24241,0,0,,,,,,,,,,,
0.365, ,1.46879,-0.159133,1.20773,-1.04258,0,0, ,1.64126,0.162146,2.79248,3.24241,0,0,,,,,,,,,,,
0.366, ,1.47,-0.160175,1.20773,-1.04258,0,0, ,1.64405,0.165388,2.79248,3.24241,0,0,,,,,,,,,,,
0.367, ,1.4712,-0.161218,1.20773,-1.04258,0,0, ,1.64685,0.168631,2.79248,3.24241,0,0,,,,,,,,,,,
0.368, ,1.47241,-0.16226,1.20773,-1.04258,0,0, ,1.64964,0.171873,2.79248,3.24241,0,0,,,,,,,,,,,
0.369, ,1.47362,-0.163303,1.20773,-1.04258,0,0, ,1.65243,0.175115,2.79248,3.24241,0,0,,,,,,,,,,,
0.37, ,1.47483,-0.164346,1.20773,-1.04258,0,0, ,1.65522,0.178358,2.79248,3.24241,0,0,,,,,,,,,,,
0.371, ,1.47604,-0.165388,1.20773,-1.04258,0,0, ,1.65802,0.1816,2.79248,3.24241,0,0,,,,,,,,,,,
0.372, ,1.47724,-0.166431,1.20773,-1.04258,0,0, ,1.66081,0.184843,2.79248,3.24241,0,0,,,,,,,,,,,
0.373, ,1.47845,-0.167473,1.20773,-1.04258,0,0, ,1.6636,0.188085,2.79248,3.24241,0,0,,,,,,,,,,,
0.374, ,1.47966,-0.168516,1.20773,-1.04258,0,0, ,1.66639,0.191327,2.79248,3.24241,0,0,,,,,,,,,,,
0.375, ,1.48087,-0.169558,1.20773,-1.04258,0,0, ,1.66919,0.19457,2.79248,3.24241,0,0,,,,,,,,,,,
0.376, ,1.48207,-0.170601,1.20773,-1.04258,0,0, ,1.67198,0.197812,2.79248,3.24241,0,0,,,,,,,,,,,
0.377, ,1.48328,-0.171644,1.20773,-1.04258,0,0, ,1.67477,0.201055,2.79248,3.24241,0,0,,,,,,,,,,,
0.378, ,1.48449,-0.172686,1.20773,-1.04258,0,0, ,1.67756,0.204297,2.79248,3.24241,0,0,,,,,,,,,,,
0.379, ,1.4857,-0.173729,1.20773,-1.04258,0,0, ,1.68036,0.207539,2.79248,3.24241,0,0,,,,,,,,,,,
0.38, ,1.4869,-0.174771,1.20773,-1.04258,0,0, ,1.68315,0.210782,2.79248,3.24241,0,0,,,,,,,,,,,
0.381, ,1.48811,-0.175814,1.20773,-1.04258,0,0, ,1.68594,0.214024,2.79248,3.24241,0,0,,,,,,,,,,,
0.382, ,1.48932,-0.176857,1.20773,-1.04258,0,0, ,1.68873,0.217267,2.79248,3.24241,0,0,,,,,,,,,,,
0.383, ,1.49053,-0.177899,1.20773,-1.04258,0,0, ,1.69153,0.220509,2.79248,3.24241,0,0,,,,,,,,,,,
0.384, ,1.49174,-0.178942,1.20773,-1.04258,0,0, ,1.69432,0.223751,2.79248,3.24241,0,0,,,,,,,,,,,
0.385, ,1.49294,-0.179984,1.20773,-1.04258,0,0, ,1.69711,0.226994,2.79248,3.24241,0,0,,,,,,,,,,,
0.386, ,1.49415,-0.181027,1.20773,-1.04258,0,0, ,1.6999,0.230236,2.79248,3.24241,0,0,,,,,,,,,,,
0.387, ,1.49536,-0.182069,1.20773,-1.04258,0,0, ,1.7027,0.233479,2.79248,3.24241,0,0,,,,,,,,,,,
0.388, ,1.49657,-0.183112,1.20773,-1.04258,0,0, ,1.70549,0.236721,2.79248,3.24241,0,0,,,,,,,,,,,
0.389, ,1.49777,-0.184155,1.20773,-1.04258,0,0, ,1.70828,0.239964,2.79248,3.24241,0,0,,,,,,,,,,,
0.39, ,1.49898,-0.185197,1.20773,-1.04258,0,0, ,1.71107,0.243206,2.79248,3.24241,0,0,,,,,,,,,,,
0.391, ,1.50019,-0.18624,1.20773,-1.04258,0,0, ,1.71387,0.246448,2.79248,3.24241,0,0,,,,,,,,,,,
0.392, ,1.5014,-0.187282,1.20773,-1.04258,0,0, ,1.71666,0.249691,2.79248,3.24241,0,0,,,,,,,,,,,
0.393, ,1.50261,-0.188325,1.20773,-1.04258,0,0, ,1.71945,0.252933,2.79248,3.24241,0,0,,,,,,,,,,,
0.394, ,1.50381,-0.189368,1.20773,-1.04258,0,0, ,1.72224,0.256176,2.79248,3.24241,0,0,,,,,,,,,,,
0.395, ,1.50502,-0.19041,1.20773,-1.04258,0,0, ,1.72504,0.259418,2.79248,3.24241,0,0,,,,,,,,,,,
0.396, ,1.50623,-0.191453,1.20773,-1.04258,0,0, ,1.72783,0.26266,2.79248,3.24241,0,0,,,,,,,,,,,
0.397, ,1.50744,-0.192495,1.20773,-1.04258,0,0, ,1.73062,0.265903,2.79248,3.24241,0,0,,,,,,,,,,,
0.398, ,1.50864,-0.193538,1.20773,-1.04258,0,0, ,1.73341,0.269145,2.79248,3.24241,0,0,,,,,,,,,,,
0.399, ,1.50985,-0.19458,1.20773,-1.04258,0,0, ,1.73621,0.272388,2.79248,3.24241,0,0,,,,,,,,,,,
0.4, ,1.51106,-0.195623,1.20773,-1.04258,0,0, ,1.739,0.27563,2.79248,3.24241,0,0,,,,,,,,,,,
0.401, ,1.51227,-0.196666,1.20773,-1.04258,0,0, ,1.74179,0.278872,2.79248,3.24241,0,0,,,,,,,,,,,
0.402, ,1.51347,-0.197708,1.20773,-1.04258,0,0, ,1.74458,0.282115,2.79248,3.24241,0,0,,,,,,,,,,,
0.403, ,1.51468,-0.198751,1.20773,-1.04258,0,0, ,1.74738,0.285357,2.79248,3.24241,0,0,,,,,,,,,,,
0.404, ,1.51589,-0.199793,1.20773,-1.04258,0,0, ,1.75017,0.2886,2.79248,3.24241,0,0,,,,,,,,,,,
0.405, ,1.5171,-0.200836,1.20773,-1.04258,0,0, ,1.75296,0.291842,2.79248,3.24241,0,0,,,,,,,,,,,
0.406, ,1.51831,-0.201879,1.20773,-1.04258,0,0, ,1.75575,0.295084,2.79248,3.24241,0,0,,,,,,,,,,,
0.407, ,1.51951,-0.202921,1.20773,-1.04258,0,0, ,1.75855,0.298327,2.79248,3.24241,0,0,,,,,,,,,,,
0.408, ,1.52072,-0.203964,1.20773,-1.04258,0,0, ,1.76134,0.301569,2.79248,3.24241,0,0,,,,,,,,,,,
0.409, ,1.52193,-0.205006,1.20773,-1.04258,0,0, ,1.76413,0.304812,2.79248,3.24241,0,0,,,,,,,,,,,
0.41, ,1.52314,-0.206049,1.20773,-1.04258,0,0, ,1.76692,0.308054,2.79248,3.24241,0,0,,,,,,,,,,,
0.411, ,1.52434,-0.207092,1.20773,-1.04258,0,0, ,1.76972,0.311297,2.79248,3.24241,0,0,,,,,,,,,,,
0.412, ,1.52555,-0.208134,1.20773,-1.04258,0,0, ,1.77251,0.314539,2.79248,3.24241,0,0,,,,,,,,,,,
0.413, ,1.52676,-0.209177,1.20773,-1.04258,0,0, ,1.7753,0.317781,2.79248,3.24241,0,0,,,,,,,,,,,
0.414, ,1.52797,-0.210219,1.20773,-1.04258,0,0, ,1.77809,0.321024,2.79248,3.24241,0,0,,,,,,,,,,,
0.415, ,1.52918,-0.211262,1.20773,-1.04258,0,0, ,1.78089,0.324266,2.79248,3.24241,0,0,,,,,,,,,,,
0.416, ,1.53038,-0.212304,1.20773,-1.04258,0,0, ,1.78368,0.327509,2.79248,3.24241,0,0,,,,,,,,,,,
0.417, ,1.53159,-0.213347,1.20773,-1.04258,0,0, ,1.78647,0.330751,2.79248,3.24241,0,0,,,,,,,,,,,
0.418, ,1.5328,-0.21439,1.20773,-1.04258,0,0, ,1.78926,0.333993,2.79248,3.24241,0,0,,,,,,,,,,,
0.419, ,1.53401,-0.215432,1.20773,-1.04258,0,0, ,1.79205,0.337236,2.79248,3.24241,0,0,,,,,,,,,,,
0.42, ,1.53521,-0.216475,1.20773,-1.04258,0,0, ,1.79485,0.340478,2.79248,3.24241,0,0,,,,,,,,,,,
0.421, ,1.53642,-0.217517,1.20773,-1.04258,0,0, ,1.79764,0.343721,2.79248,3.24241,0,0,,,,,,,,,,,
0.422, ,1.53763,-0.21856,1.20773,-1.04258,0,0, ,1.80043,0.346963,2.79248,3.24241,0,0,,,,,,,,,,,
0.423, ,1.53884,-0.219603,1.20773,-1.04258,0,0, ,1.80322,0.350205,2.79248,3.24241,0,0,,,,,,,,,,,
0.424, ,1.54004,-0.220645,1.20773,-1.04258,0,0, ,1.80602,0.353448,2.79248,3.24241,0,0,,,,,,,,,,,
0.425, ,1.54125,-0.221688,1.20773,-1.04258,0,0, ,1.80881,0.35669,2.79248,3.24241,0,0,,,,,,,,,,,
0.426, ,1.54246,-0.22273,1.20773,-1.04258,0,0, ,1.8116,0.359933,2.79248,3.24241,0,0,,,,,,,,,,,
0.427, ,1.54367,-0.223773,1.20773,-1.04258,0,0, ,1.81439,0.363175,2.79248,3.24241,0,0,,,,,,,,,,,
0.428, ,1.54488,-0.224815,1.20773,-1.04258,0,0, ,1.81719,0.366417,2.79248,3.24241,0,0,,,,,,,,,,,
0.429, ,1.54608,-0.225858,1.20773,-1.04258,0,0, ,1.81998,0.36966,2.79248,3.24241,0,0,,,,,,,,,,,
0.43, ,1.54729,-0.226901,1.20773,-1.04258,0,0, ,1.82277,0.372902,2.79248,3.24241,0,0,,,,,,,,,,,
0.431, ,1.5485,-0.227943,1.20773,-1.04258,0,0, ,1.82556,0.376145,2.79248,3.24241,0,0,,,,,,,,,,,
0.432, ,1.54971,-0.228986,1.20773,-1.04258,0,0, ,1.82836,0.379387,2.79248,3.24241,0,0,,,,,,,,,,,
0.433, ,1.55091,-0.230028,1.20773,-1.04258,0,0, ,1.83115,0.38263,2.79248,3.24241,0,0,,,,,,,,,,,
0.434, ,1.55212,-0.231071,1.20773,-1.04258,0,0, ,1.83394,0.385872,2.79248,3.24241,0,0,,,,,,,,,,,
0.435, ,1.55333,-0.232114,1.20773,-1.04258,0,0, ,1.83673,0.389114,2.79248,3.24241,0,0,,,,,,,,,,,
0.436, ,1.55454,-0.233156,1.20773,-1.04258,0,0, ,1.83953,0.392357,2.79248,3.24241,0,0,,,,,,,,,,,
0.437, ,1.55575,-0.234199,1.20773,-1.04258,0,0, ,1.84232,0.395599,2.79248,3.24241,0,0,,,,,,,,,,,
0.438, ,1.55695,-0.235241,1.20773,-1.04258,0,0, ,1.84511,0.398842,2.79248,3.24241,0,0,,,,,,,,,,,
0.439, ,1.55816,-0.236284,1.20773,-1.04258,0,0, ,1.8479,0.402084,2.79248,3.24241,0,0,,,,,,,,,,,
0.44, ,1.55937,-0.237326,1.20773,-1.04258,0,0, ,1.8507,0.405326,2.79248,3.24241,0,0,,,,,,,,,,,
0.441, ,1.56058,-0.238369,1.20773,-1.04258,0,0, ,1.85349,0.408569,2.79248,3.24241,0,0,,,,,,,,,,,
0.442, ,1.56178,-0.239412,1.20773,-1.04258,0,0, ,1.85628,0.411811,2.79248,3.24241,0,0,,,,,,,,,,,
0.443, ,1.56299,-0.240454,1.20773,-1.04258,0,0, ,1.85907,0.415054,2.79248,3.24241,0,0,,,,,,,,,,,
0.444, ,1.5642,-0.241497,1.20773,-1.04258,0,0, ,1.86187,0.418296,2.79248,3.24241,0,0,,,,,,,,,,,
0.445, ,1.56541,-0.242539,1.20773,-1.04258,0,0, ,1.86466,0.421538,2.79248,3.24241,0,0,,,,,,,,,,,
0.446, ,1.56661,-0.243582,1.20773,-1.04258,0,0, ,1.86745,0.424781,2.79248,3.24241,0,0,,,,,,,,,,,
0.447, ,1.56782,-0.244625,1.20773,-1.04258,0,0, ,1.87024,0.428023,2.79248,3.24241,0,0,,,,,,,,,,,
0.448, ,1.56903,-0.245667,1.20773,-1.04258,0,0, ,1.87304,0.431266,2.79248,3.24241,0,0,,,,,,,,,,,
0.449, ,1.57024,-0.24671,1.20773,-1.04258,0,0, ,1.87583,0.434508,2.79248,3.24241,0,0,,,,,,,,,,,
0.45, ,1.57145,-0.247752,1.20773,-1.04258,0,0, ,1.87862,0.43775,2.79248,3.24241,0,0,,,,,,,,,,,
0.451, ,1.57265,-0.248795,1.20773,-1.04258,0,0, ,1.88141,0.440993,2.79248,3.24241,0,0,,,,,,,,,,,
0.452, ,1.57386,-0.249837,1.20773,-1.04258,0,0, ,1.88421,0.444235,2.79248,3.24241,0,0,,,,,,,,,,,
