 , , OBJECT 1, , , , , , , OBJECT 2,,,,,,,,,,,,,,,,
0.081, ,1.08101,0.024303,1,0.3,0,0, ,1.95949,0.459495,-0.5,-0.5,0,0,,,,,,,,,,,
0.082, ,1.08201,0.024603,1,0.3,0,0, ,1.95899,0.458995,-0.5,-0.5,0,0,,,,,,,,,,,
0.083, ,1.08301,0.024903,1,0.3,0,0, ,1.95849,0.458495,-0.5,-0.5,0,0,,,,,,,,,,,
0.084, ,1.08401,0.025203,1,0.3,0,0, ,1.95799,0.457995,-0.5,-0.5,0,0,,,,,,,,,,,
0.085, ,1.08501,0.025503,1,0.3,0,0, ,1.95749,0.457495,-0.5,-0.5,0,0,,,,,,,,,,,
0.086, ,1.08601,0.025803,1,0.3,0,0, ,1.95699,0.456995,-0.5,-0.5,0,0,,,,,,,,,,,
0.087, ,1.08701,0.026103,1,0.3,0,0, ,1.95649,0.456495,-0.5,-0.5,0,0,,,,,,,,,,,
0.088, ,1.08801,0.026403,1,0.3,0,0, ,1.95599,0.455995,-0.5,-0.5,0,0,,,,,,,,,,,
0.089, ,1.08901,0.026703,1,0.3,0,0, ,1.95549,0.455495,-0.5,-0.5,0,0,,,,,,,,,,,
0.09, ,1.09001,0.027003,1,0.3,0,0, ,1.95499,0.454995,-0.5,-0.5,0,0,,,,,,,,,,,
0.091, ,1.09101,0.027303,1,0.3,0,0, ,1.95449,0.454495,-0.5,-0.5,0,0,,,,,,,,,,,
0.092, ,1.09201,0.027603,1,0.3,0,0, ,1.95399,0.453995,-0.5,-0.5,0,0,,,,,,,,,,,
0.093, ,1.09301,0.027903,1,0.3,0,0, ,1.95349,0.453495,-0.5,-0.5,0,0,,,,,,,,,,,
0.094, ,1.09401,0.028203,1,0.3,0,0, ,1.95299,0.452995,-0.5,-0.5,0,0,,,,,,,,,,,
0.095, ,1.09501,0.028503,1,0.3,0,0, ,1.95249,0.452495,-0.5,-0.5,0,0,,,,,,,,,,,
0.096, ,1.09601,0.028803,1,0.3,0,0, ,1.95199,0.451995,-0.5,-0.5,0,0,,,,,,,,,,,
0.097, ,1.09701,0.029103,1,0.3,0,0, ,1.95149,0.451495,-0.5,-0.5,0,0,,,,,,,,,,,
0.098, ,1.09801,0.029403,1,0.3,0,0, ,1.95099,0.450995,-0.5,-0.5,0,0,,,,,,,,,,,
0.099, ,1.09901,0.029703,1,0.3,0,0, ,1.95049,0.450495,-0.5,-0.5,0,0,,,,,,,,,,,
0.1, ,1.10001,0.030003,1,0.3,0,0, ,1.94999,0.449995,-0.5,-0.5,0,0,,,,,,,,,,,
0.101, ,1.10101,0.030303,1,0.3,0,0, ,1.94949,0.449495,-0.5,-0.5,0,0,,,,,,,,,,,
0.102, ,1.10201,0.030603,1,0.3,0,0, ,1.94899,0.448995,-0.5,-0.5,0,0,,,,,,,,,,,
0.103, ,1.10301,0.030903,1,0.3,0,0, ,1.94849,0.448495,-0.5,-0.5,0,0,,,,,,,,,,,
0.104, ,1.10401,0.031203,1,0.3,0,0, ,1.94799,0.447995,-0.5,-0.5,0,0,,,,,,,,,,,
0.105, ,1.10501,0.031503,1,0.3,0,0, ,1.94749,0.447495,-0.5,-0.5,0,0,,,,,,,,,,,
0.106, ,1.10601,0.031803,1,0.3,0,0, ,1.94699,0.446995,-0.5,-0.5,0,0,,,,,,,,,,,
0.107, ,1.10701,0.032103,1,0.3,0,0, ,1.94649,0.446495,-0.5,-0.5,0,0,,,,,,,,,,,
0.108, ,1.10801,0.032403,1,0.3,0,0, ,1.94599,0.445995,-0.5,-0.5,0,0,,,,,,,,,,,
0.109, ,1.10901,0.032703,1,0.3,0,0, ,1.94549,0.445495,-0.5,-0.5,0,0,,,,,,,,,,,
0.11, ,1.11001,0.033003,1,0.3,0,0, ,1.94499,0.444995,-0.5,-0.5,0,0,,,,,,,,,,,
0.111, ,1.11101,0.033303,1,0.3,0,0, ,1.94449,0.444495,-0.5,-0.5,0,0,,,,,,,,,,,
0.112, ,1.11201,0.033603,1,0.3,0,0, ,1.94399,0.443995,-0.5,-0.5,0,0,,,,,,,,,,,
0.113, ,1.11301,0.033903,1,0.3,0,0, ,1.94349,0.443495,-0.5,-0.5,0,0,,,,,,,,,,,
0.114, ,1.11401,0.034203,1,0.3,0,0, ,1.94299,0.442995,-0.5,-0.5,0,0,,,,,,,,,,,
0.115, ,1.11501,0.034503,1,0.3,0,0, ,1.94249,0.442495,-0.5,-0.5,0,0,,,,,,,,,,,
0.116, ,1.11601,0.034803,1,0.3,0,0, ,1.94199,0.441995,-0.5,-0.5,0,0,,,,,,,,,,,
0.117, ,1.11701,0.035103,1,0.3,0,0, ,1.94149,0.441495,-0.5,-0.5,0,0,,,,,,,,,,,
0.118, ,1.11801,0.035403,1,0.3,0,0, ,1.94099,0.440995,-0.5,-0.5,0,0,,,,,,,,,,,
0.119, ,1.11901,0.035703,1,0.3,0,0, ,1.94049,0.440495,-0.5,-0.5,0,0,,,,,,,,,,,
0.12, ,1.12001,0.036003,1,0.3,0,0, ,1.93999,0.439995,-0.5,-0.5,0,0,,,,,,,,,,,
0.121, ,1.12101,0.036303,1,0.3,0,0, ,1.93949,0.439495,-0.5,-0.5,0,0,,,,,,,,,,,
0.122, ,1.12201,0.036603,1,0.3,0,0, ,1.93899,0.438995,-0.5,-0.5,0,0,,,,,,,,,,,
0.123, ,1.12301,0.036903,1,0.3,0,0, ,1.93849,0.438495,-0.5,-0.5,0,0,,,,,,,,,,,
0.124, ,1.12401,0.037203,1,0.3,0,0, ,1.93799,0.437995,-0.5,-0.5,0,0,,,,,,,,,,,
0.125, ,1.12501,0.037503,1,0.3,0,0, ,1.93749,0.437495,-0.5,-0.5,0,0,,,,,,,,,,,
0.126, ,1.12601,0.037803,1,0.3,0,0, ,1.93699,0.436995,-0.5,-0.5,0,0,,,,,,,,,,,
0.127, ,1.12701,0.038103,1,0.3,0,0, ,1.93649,0.436495,-0.5,-0.5,0,0,,,,,,,,,,,
0.128, ,1.12801,0.038403,1,0.3,0,0, ,1.93599,0.435995,-0.5,-0.5,0,0,,,,,,,,,,,
0.129, ,1.12901,0.038703,1,0.3,0,0, ,1.93549,0.435495,-0.5,-0.5,0,0,,,,,,,,,,,
0.13, ,1.13001,0.039003,1,0.3,0,0, ,1.93499,0.434995,-0.5,-0.5,0,0,,,,,,,,,,,
0.131, ,1.13101,0.039303,1,0.3,0,0, ,1.93449,0.434495,-0.5,-0.5,0,0,,,,,,,,,,,
0.132, ,1.13201,0.039603,1,0.3,0,0, ,1.93399,0.433995,-0.5,-0.5,0,0,,,,,,,,,,,
0.133, ,1.13301,0.039903,1,0.3,0,0, ,1.93349,0.433495,-0.5,-0.5,0,0,,,,,,,,,,,
0.134, ,1.13401,0.040203,1,0.3,0,0, ,1.93299,0.432995,-0.5,-0.5,0,0,,,,,,,,,,,
0.135, ,1.13501,0.040503,1,0.3,0,0, ,1.93249,0.432495,-0.5,-0.5,0,0,,,,,,,,,,,
0.136, ,1.13601,0.040803,1,0.3,0,0, ,1.93199,0.431995,-0.5,-0.5,0,0,,,,,,,,,,,
0.137, ,1.13701,0.041103,1,0.3,0,0, ,1.93149,0.431495,-0.5,-0.5,0,0,,,,,,,,,,,
0.138, ,1.13801,0.041403,1,0.3,0,0, ,1.93099,0.430995,-0.5,-0.5,0,0,,,,,,,,,,,
0.139, ,1.13901,0.041703,1,0.3,0,0, ,1.93049,0.430495,-0.5,-0.5,0,0,,,,,,,,,,,
0.14, ,1.14001,0.042003,1,0.3,0,0, ,1.92999,0.429995,-0.5,-0.5,0,0,,,,,,,,,,,
0.141, ,1.14101,0.042303,1,0.3,0,0, ,1.92949,0.429495,-0.5,-0.5,0,0,,,,,,,,,,,
0.142, ,1.14201,0.042603,1,0.3,0,0, ,1.92899,0.428995,-0.5,-0.5,0,0,,,,,,,,,,,
0.143, ,1.14301,0.042903,1,0.3,0,0, ,1.92849,0.428495,-0.5,-0.5,0,0,,,,,,,,,,,
0.144, ,1.14401,0.043203,1,0.3,0,0, ,1.92799,0.427995,-0.5,-0.5,0,0,,,,,,,,,,,
0.145, ,1.14501,0.043503,1,0.3,0,0, ,1.92749,0.427495,-0.5,-0.5,0,0,,,,,,,,,,,
0.146, ,1.14601,0.043803,1,0.3,0,0, ,1.92699,0.426995,-0.5,-0.5,0,0,,,,,,,,,,,
0.147, ,1.14701,0.044103,1,0.3,0,0, ,1.92649,0.426495,-0.5,-0.5,0,0,,,,,,,,,,,
0.148, ,1.14801,0.044403,1,0.3,0,0, ,1.92599,0.425995,-0.5,-0.5,0,0,,,,,,,,,,,
0.149, ,1.14901,0.044703,1,0.3,0,0, ,1.92549,0.425495,-0.5,-0.5,0,0,,,,,,,,,,,
0.15, ,1.15001,0.045003,1,0.3,0,0, ,1.92499,0.424995,-0.5,-0.5,0,0,,,,,,,,,,,
0.151, ,1.15101,0.045303,1,0.3,0,0, ,1.92449,0.424495,-0.5,-0.5,0,0,,,,,,,,,,,
0.152, ,1.15201,0.045603,1,0.3,0,0, ,1.92399,0.423995,-0.5,-0.5,0,0,,,,,,,,,,,
0.153, ,1.15301,0.045903,1,0.3,0,0, ,1.92349,0.423495,-0.5,-0.5,0,0,,,,,,,,,,,
0.154, ,1.15401,0.046203,1,0.3,0,0, ,1.92299,0.422995,-0.5,-0.5,0,0,,,,,,,,,,,
0.155, ,1.15501,0.046503,1,0.3,0,0, ,1.92249,0.422495,-0.5,-0.5,0,0,,,,,,,,,,,
0.156, ,1.15601,0.046803,1,0.3,0,0, ,1.92199,0.421995,-0.5,-0.5,0,0,,,,,,,,,,,
0.157, ,1.15701,0.047103,1,0.3,0,0, ,1.92149,0.421495,-0.5,-0.5,0,0,,,,,,,,,,,
0.158, ,1.15801,0.047403,1,0.3,0,0, ,1.92099,0.420995,-0.5,-0.5,0,0,,,,,,,,,,,
0.159, ,1.15901,0.047703,1,0.3,0,0, ,1.92049,0.420495,-0.5,-0.5,0,0,,,,,,,,,,,
0.16, ,1.16001,0.048003,1,0.3,0,0, ,1.91999,0.419995,-0.5,-0.5,0,0,,,,,,,,,,,
0.161, ,1.16101,0.048303,1,0.3,0,0, ,1.91949,0.419495,-0.5,-0.5,0,0,,,,,,,,,,,
0.162, ,1.16201,0.048603,1,0.3,0,0, ,1.91899,0.418995,-0.5,-0.5,0,0,,,,,,,,,,,
0.163, ,1.16301,0.048903,1,0.3,0,0, ,1.91849,0.418495,-0.5,-0.5,0,0,,,,,,,,,,,
0.164, ,1.16401,0.049203,1,0.3,0,0, ,1.91799,0.417995,-0.5,-0.5,0,0,,,,,,,,,,,
0.165, ,1.16501,0.049503,1,0.3,0,0, ,1.91749,0.417495,-0.5,-0.5,0,0,,,,,,,,,,,
0.166, ,1.16601,0.049803,1,0.3,0,0, ,1.91699,0.416995,-0.5,-0.5,0,0,,,,,,,,,,,
0.167, ,1.16701,0.050103,1,0.3,0,0, ,1.91649,0.416495,-0.5,-0.5,0,0,,,,,,,,,,,
0.168, ,1.16801,0.050403,1,0.3,0,0, ,1.91599,0.415995,-0.5,-0.5,0,0,,,,,,,,,,,
0.169, ,1.16901,0.050703,1,0.3,0,0, ,1.91549,0.415495,-0.5,-0.5,0,0,,,,,,,,,,,
0.17, ,1.17001,0.051003,1,0.3,0,0, ,1.91499,0.414995,-0.5,-0.5,0,0,,,,,,,,,,,
0.171, ,1.17101,0.051303,1,0.3,0,0, ,1.91449,0.414495,-0.5,-0.5,0,0,,,,,,,,,,,
0.172, ,1.17201,0.051603,1,0.3,0,0, ,1.91399,0.413995,-0.5,-0.5,0,0,,,,,,,,,,,
0.173, ,1.17301,0.051903,1,0.3,0,0, ,1.91349,0.413495,-0.5,-0.5,0,0,,,,,,,,,,,
0.174, ,1.17401,0.052203,1,0.3,0,0, ,1.91299,0.412995,-0.5,-0.5,0,0,,,,,,,,,,,
0.175, ,1.17501,0.052503,1,0.3,0,0, ,1.91249,0.412495,-0.5,-0.5,0,0,,,,,,,,,,,
0.176, ,1.17601,0.052803,1,0.3,0,0, ,1.91199,0.411995,-0.5,-0.5,0,0,,,,,,,,,,,
0.177, ,1.17701,0.053103,1,0.3,0,0, ,1.91149,0.411495,-0.5,-0.5,0,0,,,,,,,,,,,
0.178, ,1.17801,0.053403,1,0.3,0,0, ,1.91099,0.410995,-0.5,-0.5,0,0,,,,,,,,,,,
0.179, ,1.17901,0.053703,1,0.3,0,0, ,1.91049,0.410495,-0.5,-0.5,0,0,,,,,,,,,,,
0.18, ,1.18001,0.054003,1,0.3,0,0, ,1.90999,0.409995,-0.5,-0.5,0,0,,,,,,,,,,,
0.181, ,1.18101,0.054303,1,0.3,0,0, ,1.90949,0.409495,-0.5,-0.5,0,0,,,,,,,,,,,
0.182, ,1.18201,0.054603,1,0.3,0,0, ,1.90899,0.408995,-0.5,-0.5,0,0,,,,,,,,,,,
0.183, ,1.18301,0.054903,1,0.3,0,0, ,1.90849,0.408495,-0.5,-0.5,0,0,,,,,,,,,,,
0.184, ,1.18401,0.055203,1,0.3,0,0, ,1.90799,0.407995,-0.5,-0.5,0,0,,,,,,,,,,,
0.185, ,1.18501,0.055503,1,0.3,0,0, ,1.90749,0.407495,-0.5,-0.5,0,0,,,,,,,,,,,
0.186, ,1.18601,0.055803,1,0.3,0,0, ,1.90699,0.406995,-0.5,-0.5,0,0,,,,,,,,,,,
0.187, ,1.18701,0.056103,1,0.3,0,0, ,1.90649,0.406495,-0.5,-0.5,0,0,,,,,,,,,,,
0.188, ,1.18801,0.056403,1,0.3,0,0, ,1.90599,0.405995,-0.5,-0.5,0,0,,,,,,,,,,,
0.189, ,1.18901,0.056703,1,0.3,0,0, ,1.90549,0.405495,-0.5,-0.5,0,0,,,,,,,,,,,
0.19, ,1.19001,0.057003,1,0.3,0,0, ,1.90499,0.404995,-0.5,-0.5,0,0,,,,,,,,,,,
0.191, ,1.19101,0.057303,1,0.3,0,0, ,1.90449,0.404495,-0.5,-0.5,0,0,,,,,,,,,,,
0.192, ,1.19201,0.057603,1,0.3,0,0, ,1.90399,0.403995,-0.5,-0.5,0,0,,,,,,,,,,,
0.193, ,1.19301,0.057903,1,0.3,0,0, ,1.90349,0.403495,-0.5,-0.5,0,0,,,,,,,,,,,
0.194, ,1.19401,0.058203,1,0.3,0,0, ,1.90299,0.402995,-0.5,-0.5,0,0,,,,,,,,,,,
0.195, ,1.19501,0.058503,1,0.3,0,0, ,1.90249,0.402495,-0.5,-0.5,0,0,,,,,,,,,,,
0.196, ,1.19601,0.058803,1,0.3,0,0, ,1.90199,0.401995,-0.5,-0.5,0,0,,,,,,,,,,,
0.197, ,1.19701,0.059103,1,0.3,0,0, ,1.90149,0.401495,-0.5,-0.5,0,0,,,,,,,,,,,
0.198, ,1.19801,0.059403,1,0.3,0,0, ,1.90099,0.400995,-0.5,-0.5,0,0,,,,,,,,,,,
0.199, ,1.19901,0.059703,1,0.3,0,0, ,1.90049,0.400495,-0.5,-0.5,0,0,,,,,,,,,,,
0.2, ,1.20001,0.060003,1,0.3,0,0, ,1.89999,0.399995,-0.5,-0.5,0,0,,,,,,,,,,,
0.201, ,1.20101,0.060303,1,0.3,0,0, ,1.89949,0.399495,-0.5,-0.5,0,0,,,,,,,,,,,
0.202, ,1.20201,0.060603,1,0.3,0,0, ,1.89899,0.398995,-0.5,-0.5,0,0,,,,,,,,,,,
0.203, ,1.20301,0.060903,1,0.3,0,0, ,1.89849,0.398495,-0.5,-0.5,0,0,,,,,,,,,,,
0.204, ,1.20401,0.061203,1,0.3,0,0, ,1.89799,0.397995,-0.5,-0.5,0,0,,,,,,,,,,,
0.205, ,1.20501,0.061503,1,0.3,0,0, ,1.89749,0.397495,-0.5,-0.5,0,0,,,,,,,,,,,
0.206, ,1.20601,0.061803,1,0.3,0,0, ,1.89699,0.396995,-0.5,-0.5,0,0,,,,,,,,,,,
0.207, ,1.20701,0.062103,1,0.3,0,0, ,1.89649,0.396495,-0.5,-0.5,0,0,,,,,,,,,,,
0.208, ,1.20801,0.062403,1,0.3,0,0, ,1.89599,0.395995,-0.5,-0.5,0,0,,,,,,,,,,,
0.209, ,1.20901,0.062703,1,0.3,0,0, ,1.89549,0.395495,-0.5,-0.5,0,0,,,,,,,,,,,
0.21, ,1.21001,0.063003,1,0.3,0,0, ,1.89499,0.394995,-0.5,-0.5,0,0,,,,,,,,,,,
0.211, ,1.21101,0.063303,1,0.3,0,0, ,1.89449,0.394495,-0.5,-0.5,0,0,,,,,,,,,,,
0.212, ,1.21201,0.063603,1,0.3,0,0, ,1.89399,0.393995,-0.5,-0.5,0,0,,,,,,,,,,,
0.213, ,1.21301,0.063903,1,0.3,0,0, ,1.89349,0.393495,-0.5,-0.5,0,0,,,,,,,,,,,
0.214, ,1.21401,0.064203,1,0.3,0,0, ,1.89299,0.392995,-0.5,-0.5,0,0,,,,,,,,,,,
0.215, ,1.21501,0.064503,1,0.3,0,0, ,1.89249,0.392495,-0.5,-0.5,0,0,,,,,,,,,,,
0.216, ,1.21601,0.064803,1,0.3,0,0, ,1.89199,0.391995,-0.5,-0.5,0,0,,,,,,,,,,,
0.217, ,1.21701,0.065103,1,0.3,0,0, ,1.89149,0.391495,-0.5,-0.5,0,0,,,,,,,,,,,
0.218, ,1.21801,0.065403,1,0.3,0,0, ,1.89099,0.390995,-0.5,-0.5,0,0,,,,,,,,,,,
