 , , OBJECT 1, , , , , , , OBJECT 2,,,,,,,,,,,,,,,,
0.06, ,0.188431,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.061, ,0.191571,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.062, ,0.194711,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.063, ,0.197851,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.064, ,0.200991,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.065, ,0.204131,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.066, ,0.207271,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.067, ,0.210411,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.068, ,0.213551,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.069, ,0.216691,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.07, ,0.219831,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.071, ,0.222971,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.072, ,0.226111,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.073, ,0.229251,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.074, ,0.232391,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.075, ,0.235531,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.076, ,0.238671,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.077, ,0.241811,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.078, ,0.244951,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.079, ,0.248091,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.08, ,0.251231,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.081, ,0.254371,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.082, ,0.257511,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.083, ,0.260651,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.084, ,0.263791,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.085, ,0.266931,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.086, ,0.270071,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.087, ,0.273211,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.088, ,0.276351,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.089, ,0.279491,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.09, ,0.282631,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.091, ,0.285771,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.092, ,0.288911,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.093, ,0.292051,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.094, ,0.295191,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.095, ,0.298331,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.096, ,0.301471,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.097, ,0.304611,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.098, ,0.307751,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.099, ,0.310891,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.1, ,0.314031,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.101, ,0.317171,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.102, ,0.320311,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.103, ,0.323451,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.104, ,0.326591,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.105, ,0.329731,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.106, ,0.332871,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.107, ,0.336011,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.108, ,0.339151,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.109, ,0.342291,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.11, ,0.345431,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.111, ,0.348571,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.112, ,0.351711,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.113, ,0.354851,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.114, ,0.357991,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.115, ,0.361131,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.116, ,0.364271,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.117, ,0.367411,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.118, ,0.370551,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.119, ,0.373691,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.12, ,0.376831,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.121, ,0.379971,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.122, ,0.383111,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.123, ,0.386251,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.124, ,0.389391,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.125, ,0.392531,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.126, ,0.395671,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.127, ,0.398811,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.128, ,0.401951,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.129, ,0.405091,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.13, ,0.408231,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.131, ,0.411371,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.132, ,0.414511,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.133, ,0.417651,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.134, ,0.420791,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.135, ,0.423931,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.136, ,0.427071,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.137, ,0.430211,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.138, ,0.433351,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.139, ,0.436491,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.14, ,0.439631,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.141, ,0.442771,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.142, ,0.445911,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.143, ,0.449051,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.144, ,0.452191,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.145, ,0.455331,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.146, ,0.458471,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.147, ,0.461611,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.148, ,0.464751,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.149, ,0.467891,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.15, ,0.471031,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.151, ,0.474171,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.152, ,0.477311,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.153, ,0.480451,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.154, ,0.483591,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.155, ,0.486731,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.156, ,0.489871,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.157, ,0.493011,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.158, ,0.496151,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.159, ,0.499291,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.16, ,0.502431,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.161, ,0.505571,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.162, ,0.508711,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.163, ,0.511851,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.164, ,0.514991,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.165, ,0.518131,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.166, ,0.521271,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.167, ,0.524411,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.168, ,0.527551,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.169, ,0.530691,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.17, ,0.533831,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.171, ,0.536971,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.172, ,0.540111,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.173, ,0.543251,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.174, ,0.546391,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.175, ,0.549531,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.176, ,0.552671,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.177, ,0.555811,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.178, ,0.558951,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.179, ,0.562091,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.18, ,0.565231,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.181, ,0.568371,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.182, ,0.571511,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.183, ,0.574651,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.184, ,0.577791,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.185, ,0.580931,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.186, ,0.584071,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.187, ,0.587211,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.188, ,0.590351,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.189, ,0.593491,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.19, ,0.596631,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.191, ,0.599771,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.192, ,0.602911,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.193, ,0.606051,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.194, ,0.609191,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.195, ,0.612331,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.196, ,0.615471,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.197, ,0.618611,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.198, ,0.621751,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.199, ,0.624891,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.2, ,0.628031,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.201, ,0.631171,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.202, ,0.634311,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.203, ,0.637451,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.204, ,0.640591,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.205, ,0.643731,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.206, ,0.646871,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.207, ,0.650011,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.208, ,0.653151,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.209, ,0.656291,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.21, ,0.659431,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.211, ,0.662571,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.212, ,0.665711,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.213, ,0.668851,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.214, ,0.671991,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.215, ,0.675131,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.216, ,0.678271,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.217, ,0.681411,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.218, ,0.684551,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.219, ,0.687691,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.22, ,0.690831,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.221, ,0.693971,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.222, ,0.697111,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.223, ,0.700251,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.224, ,0.703391,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.225, ,0.706531,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.226, ,0.709671,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.227, ,0.712811,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.228, ,0.715951,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.229, ,0.719091,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.23, ,0.722231,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.231, ,0.725371,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.232, ,0.728511,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.233, ,0.731651,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.234, ,0.734791,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.235, ,0.737931,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.236, ,0.741071,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.237, ,0.744211,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.238, ,0.747351,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.239, ,0.750491,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.24, ,0.753631,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.241, ,0.756771,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.242, ,0.759911,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.243, ,0.763051,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.244, ,0.766191,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.245, ,0.769331,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.246, ,0.772471,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.247, ,0.775611,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.248, ,0.778751,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.249, ,0.781891,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.25, ,0.785031,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.251, ,0.788171,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.252, ,0.791311,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.253, ,0.794451,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.254, ,0.797591,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.255, ,0.800731,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.256, ,0.803871,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.257, ,0.807011,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.258, ,0.810151,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.259, ,0.813291,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.26, ,0.816431,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.261, ,0.819571,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.262, ,0.822711,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.263, ,0.825851,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.264, ,0.828991,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.265, ,0.832131,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.266, ,0.835271,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.267, ,0.838411,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.268, ,0.841551,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.269, ,0.844691,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.27, ,0.847831,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.271, ,0.850971,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.272, ,0.854111,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.273, ,0.857251,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
0.274, ,0.860391,0,3.14,0,0,0, ,1.5,0,0,0,0,0,,,,,,,,,,,
